Geneid	Length	180300_sort.bam	180301_sort.bam	180302_sort.bam	180306_sort.bam	180307_sort.bam	180308_sort.bam	180309_sort.bam	180310_sort.bam	180311_sort.bam	180315_sort.bam	180316_sort.bam	180317_sort.bam
TrB0508W	966	140	237	120	104	115	102	180	148	170	158	152	182
TrB0509C	1764	136	132	99	84	129	148	172	178	144	195	177	173
TrB0510C	426	13	11	3	5	13	16	5	4	8	9	21	4
TrB0511C	1269	147	82	183	105	247	193	191	215	137	209	205	213
TrB0512C	774	162	141	166	132	177	212	221	237	170	198	181	252
TrB0513C	1650	407	435	260	657	416	375	1498	1099	993	1620	1374	1950
TrB0514C	5004	3109	1996	3158	2948	2883	2901	2500	2416	1959	2266	2263	2399
TrB0515W	1893	509	371	503	433	620	579	739	753	513	644	730	738
TrB0516C	1077	2850	2785	2355	2569	2683	2482	3902	3154	3213	2884	2929	3198
TrB0517W	1371	1	4	5	2	5	3	4	5	5	3	4	12
TrB0518C	3516	3321	3367	3221	2730	2806	2986	1678	1597	1206	1572	1426	1658
TrB0519W	840	689	340	649	495	579	654	479	471	473	517	519	647
TrB0520C	1089	1201	1379	1189	890	1345	1310	1480	1229	1075	1139	1108	1308
TrB0521W	360	8402	5348	5830	7830	6679	7775	7508	6895	7731	10721	9018	11100
TrB0522C	540	637	479	521	509	584	586	787	681	631	700	644	644
TrB0523W	1611	335	271	341	418	400	382	362	366	271	341	360	444
TrB0524C	294	148	76	167	106	137	125	135	177	135	186	128	166
TrB0525C	1038	541	399	710	459	782	644	577	857	611	764	712	842
TrB0526W	1005	1203	1182	1119	977	1304	1302	974	1182	849	1316	1289	1415
TrB0527W	789	8630	7419	7421	9951	8521	9012	13446	9412	9759	12014	11125	14072
TrB0528C	3654	0	0	0	0	0	0	0	0	0	0	0	0
TrB0529C	180	527	428	712	585	696	632	1113	893	590	792	789	1038
TrB0530C	1185	6344	3526	5877	4587	6284	6621	7847	6686	6382	7123	7184	8075
TrB0531W	642	4	6	5	8	6	7	22	12	23	16	7	11
TrB0532C	423	13	7	20	7	20	9	5	8	4	15	7	20
TrB0533W	1113	0	1	0	0	0	3	0	0	1	0	0	1
TrB0534C	1680	2943	7352	2047	2505	2499	2986	10309	7044	8099	6682	8116	9879
TrB0535W	1689	258	129	278	186	253	227	87	102	58	55	62	56
TrB0536W	972	228	155	285	254	396	326	232	350	252	283	226	305
TrB0537W	1083	2317	1449	2516	1697	1885	2093	1816	1257	1349	1081	963	1182
TrB0538C	828	528	635	487	416	497	621	454	610	377	487	510	406
TrB0539C	1074	137	90	145	98	165	123	278	191	203	133	155	224
TrB0540W	697	3	5	4	11	20	9	81	66	72	57	75	72
TrB0541W	423	60	13	56	57	53	51	81	88	61	81	79	94
TrB0542W	510	213	169	177	147	177	182	68	83	66	77	103	70
TrB0543W	1299	396	436	422	337	505	433	205	252	155	228	197	231
TrB0544C	1227	2055	1469	2046	1425	2195	2081	4141	2867	3161	2709	3105	3437
TrB0545C	1224	3036	4169	3200	2117	3155	3109	1270	922	884	557	586	864
TrB0546W	147	20	24	15	21	9	29	20	16	7	11	2	3
TrB0547C	873	105	91	148	67	103	142	130	130	114	110	110	128
TrB0548W	336	16	6	14	6	9	5	19	48	31	4	5	6
TrB0549W	1251	112	138	145	68	129	175	70	92	88	68	84	118
TrB0550W	3933	7264	4759	7328	5342	7613	7487	15845	12487	12139	8214	8014	11010
TrB0551W	780	1676	1328	1686	1464	1678	1728	2740	1962	1784	1863	1892	2416
TrB0552C	1713	1186	836	1121	907	1296	1396	3012	1923	1897	2222	2335	2800
TrB0553W	504	1132	5524	486	1122	878	1228	690	673	674	723	719	726
TrB0554C	2433	798	490	831	683	752	830	1238	865	825	889	1014	1102
TrB0555W	8763	6818	5140	6806	4633	7259	7356	9015	7817	6183	6859	6921	8342
TrB0556C	753	324	260	406	265	336	362	295	281	258	286	283	330
TrB0557W	2355	813	643	657	569	585	688	1878	882	1149	995	1200	1377
TrB0558C	3099	1418	992	1160	1198	1298	1279	1491	1209	981	1130	1264	1351
TrB0559W	663	0	0	0	0	0	0	0	0	0	0	0	0
TrB0560W	1728	311	94	199	64	157	138	137	230	109	173	205	215
TrB0561W	594	3183	1294	4917	1922	2473	3047	2910	1634	1777	586	694	611
TrB0562C	388	3	2	2	0	3	1	9	8	4	16	6	2
TrB0563W	1647	1137	889	1002	962	1171	1420	2456	1336	1735	1677	1671	2188
TrB0564W	3945	2570	2227	2369	1827	2464	2729	3899	2893	2745	2389	2619	3288
TrB0565C	636	307	569	165	247	260	304	192	113	165	144	127	180
TrB0566W	1878	1387	586	1440	954	1347	1262	2411	1501	1639	1620	1553	2191
TrB0567C	1872	1473	918	1543	880	1234	1243	780	685	608	751	845	771
TrB0568W	1578	817	528	928	875	764	740	244	207	176	380	416	284
TrB0569C	1596	1026	1293	1312	745	1451	1452	1153	949	782	811	1081	1092
TrB0570W	165	0	0	1	0	0	0	1	0	0	0	0	1
TrB0571C	2061	1084	616	1160	513	1445	1711	2065	1163	1338	1199	1274	1449
TrB0572C	759	907	333	745	175	450	776	66	79	71	102	108	73
TrB0573C	1080	925	5045	262	1545	823	912	334	641	276	1328	1069	549
TrB0574C	789	97	103	135	103	121	82	142	151	98	107	110	170
TrB0575W	1008	281	324	349	282	387	398	448	385	280	332	327	471
TrB0576W	2565	10089	11032	9889	7910	9678	7550	148	209	121	211	190	208
TrB0577W	1068	218	162	236	157	172	177	8	8	6	11	6	8
TrB0578C	1887	138	599	99	200	179	224	57	58	73	68	67	94
TrB0579C	948	1307	536	1989	1026	1385	1203	2530	1538	1722	1046	1340	1865
TrB0580C	541	0	0	1	1	2	1	0	5	1	3	0	1
TrB0581W	1794	960	6211	242	1392	1133	1997	168	267	163	618	703	250
TrB0582C	1548	1269	926	1442	1135	1298	1477	1233	1218	900	1229	1217	1368
TrB0583W	3897	1259	868	1091	956	1237	1332	1904	1349	1424	1546	1561	1759
TrB0584C	378	6232	6333	5881	7502	5973	6336	10112	8600	7310	9413	8904	11223
TrB0585C	201	0	0	0	3	0	1	0	4	0	4	1	2
TrB0586W	177	0	4	4	2	2	3	0	1	0	0	2	0
TrB0587W	255	0	0	0	0	0	0	0	0	0	0	0	0
TrB0588W	2814	1407	1569	1347	1290	1676	1575	2135	1848	1519	1827	1871	2455
TrB0589W	1596	314	205	297	249	285	347	411	438	311	371	394	367
TrB0590W	2040	104	47	97	66	105	101	143	165	129	127	148	143
TrB0591C	831	103	53	105	81	99	95	189	167	142	148	139	155
TrB0592C	1629	313	236	337	202	355	306	764	557	476	452	446	530
TrB0593W	1776	128	44	139	83	97	100	1096	807	693	571	515	678
TrB0594C	264	1564	1767	1650	1925	1448	1475	2838	2208	1688	2139	1827	2602
TrB0595W	2595	337	379	343	295	437	495	854	599	548	597	592	661
TrB0596W	1098	436	292	407	301	564	428	613	547	562	433	464	546
TrB0597W	1071	14	33	0	8	17	14	0	1	1	0	0	0
TrB0598W	699	35703	51235	4534	13340	29397	20739	11080	174	960	192	1930	637
TrB0599C	1899	4976	2256	4818	2334	4143	4431	3504	2230	2535	1787	1664	2107
TrB0600W	1254	5669	6368	4917	3357	4815	5718	5270	4057	3891	3645	4104	4018
TrB0601C	2064	455	541	412	371	498	662	796	534	487	581	631	747
TrB0602W	1947	20	87	26	30	46	206	407	237	212	229	335	362
TrB0603C	972	718	783	548	472	811	856	724	519	425	452	700	643
TrB0604C	969	33	130	16	39	45	68	1	0	0	0	0	0
TrB0605W	1626	495	1173	272	459	799	1006	165	198	133	196	218	219
TrB0606W	401	7	1	9	0	8	7	3	5	2	0	1	0
TrB0607C	1548	1026	966	1350	850	1844	1697	387	356	310	226	263	378
TrB0608W	1128	2350	1374	2534	1720	2791	2695	99	177	98	111	133	153
TrB0609W	9453	89	39	73	47	54	72	15	20	11	20	11	11
TrB0610C	2043	193	125	370	124	367	379	30	68	34	55	51	76
TrB0611W	371	10	7	17	5	16	14	19	23	12	11	12	12
TrB0612C	1344	1664	6017	582	1901	1481	2845	1294	1640	1101	2469	2296	1398
TrB0613W	867	112	104	74	128	120	156	263	151	215	235	203	307
TrB0614C	385	8	4	11	0	5	2	7	9	15	15	12	15
TrB0615W	1482	81	63	98	52	87	102	109	150	92	126	114	142
TrB0616C	438	3	1	0	0	1	0	0	1	0	1	0	3
TrB0617W	879	0	0	2	0	2	0	1	0	0	1	1	1
TrB0618W	1677	2793	2929	2706	2086	3011	3294	4128	4024	3105	4160	4316	4492
TrB0619C	1428	1593	2638	1194	1254	1516	1812	1824	1271	1317	1220	1365	1275
TrB0620W	811	5	3	16	5	5	6	20	13	10	8	13	19
TrB0621C	1005	1177	967	1168	1095	1252	1057	902	802	691	717	705	849
TrB0622W	2088	1696	1204	1730	1433	2078	2350	2968	1938	1923	1849	1802	2210
TrB0623W	1059	359	218	367	281	369	398	554	443	436	477	444	586
TrB0624C	684	27380	16445	24783	20670	24612	27147	24699	22418	20137	24729	22388	26337
TrB0625W	1548	1599	1575	1358	1366	1502	1798	2266	1417	1566	1690	1806	2136
TrB0626W	585	11	11	5	9	2	5	1	1	3	0	0	1
TrB0627C	1824	377	1094	325	457	449	536	667	458	375	504	635	514
TrB0628C	591	1965	7515	79	1659	2394	1809	257	10	5	5	6	8
TrB0629C	708	5	16	0	8	6	3	0	0	0	0	0	0
TrB0630C	1338	446	616	489	445	569	610	557	409	385	378	452	529
TrB0631W	960	2363	8142	829	3007	3140	6139	512	525	402	718	774	410
TrB0632C	2142	5176	7416	4436	3274	4389	5404	3587	2923	2889	2884	2869	3135
TrB0633C	659	91	36	67	38	43	50	3	6	6	12	10	4
TrB0634C	1677	1521	1442	1652	1260	1913	2269	2231	1584	1557	1508	1650	1895
TrB0635W	435	31	45	72	29	71	70	81	78	50	63	61	58
TrB0636C	1362	498	385	443	434	446	497	813	539	601	453	544	605
TrB0637W	2742	5091	4247	4719	3461	4071	5028	5834	3775	3760	3146	3390	3720
TrB0638W	1857	2184	1659	2554	1548	2629	2605	1894	1700	1351	2016	2189	2217
TrB0639C	960	88	172	65	69	85	94	122	119	110	112	123	145
TrB0640W	876	467	293	605	310	456	387	396	370	244	247	209	314
TrB0641W	819	1122	761	952	930	924	1086	875	798	715	920	768	946
TrB0642C	3663	7496	4707	6536	6799	7453	7020	9092	7558	6503	8220	8363	11000
TrB0643W	4464	3607	2402	2905	3449	3261	3257	3800	3876	3171	4249	4203	5490
TrB0644C	5784	66320	65592	55636	54807	71085	71223	63697	53070	45075	56631	57849	56053
TrB0645W	369	2	0	0	1	1	0	1	0	0	1	1	2
TrB0646W	2616	1674	1372	1558	1584	1656	1727	3120	1698	1729	1735	1844	2358
TrB0647C	981	29	11	36	25	6	15	20	14	19	16	19	19
TrB0648W	3123	2958	2883	2915	2197	2974	3054	3981	2838	2657	2787	2854	3410
TrB0649C	1314	375	770	320	322	459	450	653	584	439	451	508	625
TrB0650W	1398	1111	1165	1126	784	1252	1474	1201	1181	885	1176	1121	1138
TrB0651C	1533	465	244	461	316	515	414	427	400	333	358	298	436
TrB0652W	600	333	223	305	219	346	328	268	251	305	261	285	310
TrB0653C	354	301	182	185	178	227	274	567	355	409	427	401	508
TrB0654C	786	897	885	914	831	1049	926	1221	912	817	896	939	1178
TrB0655C	3291	5595	3364	5762	4196	6105	5387	7336	6405	5692	5848	5861	7220
TrB0656W	1407	1669	903	1587	1131	1737	1599	1215	1414	1105	1339	1226	1629
TrB0657C	2028	1245	896	1442	1111	1569	1322	2075	1642	1377	1536	1598	1888
TrB0658C	171	0	0	0	0	0	0	0	0	0	0	0	0
TrB0659C	1582	0	0	0	0	0	0	0	0	0	0	0	0
TrB0660W	345	0	0	0	0	0	0	0	0	0	0	0	0
TrB0661C	143	0	0	0	0	0	0	0	0	0	0	0	0
TrB0662C	1512	806	494	763	643	733	690	854	779	796	811	747	904
TrB0663W	1551	2354	1907	2176	1860	2371	2339	2947	2534	2276	2295	2459	2759
TrB0664W	1752	2569	1720	2400	1904	2646	2532	2598	2238	1977	2291	2249	2648
TrB0665C	1149	2762	1689	2440	1904	2536	2474	1965	1538	1409	1588	1504	2007
TrB0666W	873	331	223	404	271	389	358	231	298	186	243	270	236
TrB0667W	3330	520	556	482	512	712	674	932	789	622	773	820	1042
TrB0668W	2364	25433	18240	27428	22516	35107	38106	39284	35706	30116	36563	32675	39435
TrB0669W	2676	2355	1471	2273	1602	2379	2391	1595	2139	1497	1914	1899	2098
TrB0670C	867	99	92	136	74	133	118	137	121	138	149	151	119
TrB0671C	1695	249	157	244	272	229	245	217	160	111	164	172	193
TrB0672W	1362	521	342	541	384	574	580	679	542	571	521	436	602
TrB0673C	1827	517	600	366	508	443	494	374	304	330	315	290	424
TrB0674W	603	1418	747	1279	955	1468	1630	915	848	706	889	778	882
TrB0675W	396	222	161	215	200	257	281	484	251	339	355	368	405
TrB0676C	2283	2107	1839	2160	1527	2098	2163	2064	1680	1513	1620	1511	1685
TrB0677C	846	1341	1014	1280	1029	1518	1512	1407	1230	1200	1367	1478	1610
TrB0678W	312	869	419	907	557	955	683	781	737	852	800	645	831
TrB0679W	402	1371	699	1291	940	1573	1284	1022	1094	1019	1035	1056	1057
TrB0680C	1368	1315	1321	1511	1169	1550	1498	1444	985	901	806	734	1063
TrB0681C	1134	2863	1944	2626	2425	3054	2848	3349	2639	2614	3244	2917	3700
TrB0682W	1335	306	162	307	212	344	304	472	400	330	295	321	429
TrB0683W	537	207	148	222	163	215	206	360	278	269	255	205	308
TrB0684C	414	16038	13300	12189	14457	14870	13925	10189	9785	8380	10582	10194	11415
TrB0685W	408	20465	13450	15322	17119	17282	17514	11317	11022	10357	13318	12045	15092
TrB0686C	293	0	5	0	3	1	0	0	1	0	0	6	0
TrB0687W	1722	1273	2420	886	1153	1386	1268	1421	1295	1088	1511	1660	1829
TrB0688W	519	151	55	129	95	144	149	178	168	127	212	154	196
TrB0689C	1551	956	851	855	782	1067	1192	1945	1269	1227	1320	1399	1666
TrB0690W	222	26	14	42	17	26	19	69	50	33	44	34	60
TrB0691C	1770	1486	5462	390	1478	1611	3359	121	211	108	514	568	193
TrB0692C	1194	2479	2708	2565	2549	2775	2697	3303	2626	2246	2553	2342	2814
TrB0693W	2589	574	451	646	473	559	532	900	619	641	586	539	808
TrB0694W	1503	4143	3526	3679	4142	4530	4874	5859	4617	4091	4716	4651	6028
TrB0695C	2376	1128	1418	1090	859	1246	1348	930	1195	796	960	1040	1066
TrB0696C	942	1186	824	1097	984	1067	1165	1447	1196	1113	1309	1264	1506
TrB0697C	1557	1519	1058	1519	1016	1551	1541	1936	1410	1339	1516	1675	1901
TrB0698W	396	123	103	116	106	121	132	179	139	143	184	163	201
TrB0699C	1521	3058	2812	3443	2709	4331	3685	1807	1953	1444	1871	1799	2398
TrB0700C	307	8	8	7	3	1	8	10	3	2	6	4	5
TrB0701W	855	1412	1038	1342	979	1353	1384	874	919	798	989	1032	1166
TrB0702C	3504	875	676	836	903	959	877	1360	834	791	877	802	1117
TrB0703W	1854	130	86	169	113	165	157	269	178	204	200	209	276
TrB0704C	984	95	68	107	96	143	123	150	143	137	136	125	177
TrB0705C	1722	32191	169613	1897	38598	19481	36975	3439	10194	4452	21500	15213	9193
TrB0706W	405	114	200	6	57	42	50	8	32	20	80	57	43
TrB0707C	600	480	3550	160	982	564	733	122	236	88	490	509	181
TrB0708W	1008	300	388	221	232	273	318	458	541	437	752	656	538
TrB0709C	876	708	1458	528	620	689	952	595	462	405	570	607	629
TrB0710C	1071	2528	1729	2482	2090	2795	2860	2951	2622	2170	2854	2813	3228
TrB0711C	2823	4581	2868	3877	3893	4218	4520	5300	4110	3944	4665	4572	6253
TrB0712W	189	1411	1117	1945	1149	1436	1420	1392	1072	848	704	809	1017
TrB0713C	1659	601	727	639	605	906	887	842	806	614	834	911	1061
TrB0714C	3834	2610	2200	2611	2125	2786	2580	2909	2304	2024	2214	2138	2964
TrB0715W	440	7	6	2	1	0	1	4	0	2	5	3	4
TrB0716C	1203	146	134	166	138	241	189	275	285	200	245	316	338
TrB0717W	906	153	218	142	140	202	233	234	230	162	233	214	232
TrB0718C	552	197	598	162	230	243	261	406	329	258	342	311	516
TrB0719W	1905	1135	2034	848	1041	1190	1237	1286	1217	866	1326	1132	1662
TrB0720W	1539	1104	986	1155	805	1095	1222	1717	1036	1183	1079	1056	1387
TrB0721W	2568	2586	2715	2181	1897	2570	3028	1736	2020	1404	2119	2192	2073
TrB0722W	537	763	567	614	782	642	826	2129	1260	1416	1519	1611	1951
TrB0723C	738	909	780	857	685	1009	895	1625	1282	1144	1287	1240	1513
TrB0724C	2334	518	636	367	500	457	519	755	724	591	688	735	699
TrB0725W	439	12	3	4	5	4	3	3	6	2	2	7	2
TrB0726W	1035	1050	1255	791	836	889	1062	1853	1418	1372	1421	1372	1661
TrB0727C	2118	428	561	316	392	451	515	1504	1200	1123	1245	1233	1606
TrB0728W	1563	1348	585	1264	964	1148	1123	1309	1014	893	1116	1168	1324
TrB0729C	1209	687	361	631	332	434	407	80	67	58	42	47	33
TrB0730W	627	644	362	760	396	481	516	426	355	317	188	186	220
TrB0731W	1017	5484	1866	5963	2615	4425	4479	8134	3116	4659	1662	1824	1997
TrB0732C	3558	836	605	729	847	805	792	1038	898	722	893	815	959
TrB0733W	1875	617	440	638	486	730	604	759	643	523	602	713	766
TrB0734C	1449	122	65	130	120	122	133	192	163	147	137	127	211
TrB0735W	3780	3783	2569	3350	2989	3856	3586	4936	3667	3458	3882	3954	4570
TrB0736C	3312	763	545	778	624	699	728	2185	1270	1511	1373	1254	1759
TrB0737W	393	189	223	475	214	796	847	4	10	2	1	2	3
TrB0738W	1560	656	415	650	465	605	570	1437	722	877	583	702	744
TrB0739W	1335	420	382	530	340	462	391	630	506	524	503	492	478
TrB0740W	786	771	751	871	782	911	1009	1117	921	739	968	877	1203
TrB0741W	1740	526	352	572	427	443	443	830	570	682	610	548	669
TrB0742C	1050	1279	862	1106	962	1094	1170	1379	1006	979	1120	1085	1452
TrB0743C	528	5	4	12	1	2	5	0	2	2	0	0	6
TrB0744C	1035	238	232	237	217	205	221	329	242	213	271	315	373
TrB0745W	1845	262	368	302	261	271	350	455	397	315	362	454	555
TrB0746C	1251	349	624	350	307	404	456	481	456	359	373	320	496
TrB0747W	1902	1776	2259	1428	1366	1672	1867	1539	1357	1162	1327	1362	1719
TrB0748C	2025	2023	2366	1899	1587	1937	2212	3151	2315	2250	2511	2777	2820
TrB0749W	1272	408	389	425	354	410	481	678	488	565	499	519	543
TrB0750W	2076	3366	3064	3254	2699	3452	3419	5287	3354	3473	3563	3554	4611
TrB0751C	1170	3	4	4	0	7	5	4	1	3	2	5	3
TrB0752C	2331	1769	5814	1095	1562	1484	2064	2555	1839	1869	1952	2161	1955
TrB0753W	1668	118	95	121	77	141	131	542	390	365	333	329	407
TrB0754W	2223	1791	1563	1686	1469	1724	1792	1748	1386	1171	1506	1481	1972
TrB0755C	1614	1073	817	1344	844	1264	1324	1794	1338	1198	1224	1193	1545
TrB0756W	366	23	61	27	34	37	44	70	76	62	76	68	82
TrB0757W	825	88	175	112	124	142	155	204	208	144	200	253	257
TrB0758W	1770	2261	1140	2592	1985	2460	2475	2901	1997	1981	2041	2027	2510
TrB0759C	207	118	65	141	49	143	131	140	127	106	76	62	71
TrB0760C	249	0	4	0	2	2	4	9	4	3	2	0	0
TrB0761W	1317	438	225	392	347	489	452	627	356	380	396	333	498
TrB0762C	1179	103	85	105	103	93	104	184	209	183	177	195	236
TrB0763W	582	1115	1149	1164	1292	1262	1463	1993	1725	1419	1727	1875	2166
TrB0764C	2850	876	544	808	797	872	858	1496	831	865	802	831	1188
TrB0765W	831	65	46	79	67	77	67	174	143	110	143	127	209
TrB0766C	1797	3	2	3	3	6	0	0	0	0	0	0	0
TrB0767W	1887	241	117	196	141	198	204	187	191	164	179	198	331
TrB0768C	2127	11	12	24	7	14	18	20	9	16	14	14	17
TrB0769C	327	1	1	0	0	3	2	1	1	3	2	8	4
TrB0770W	384	1101	1776	883	1235	1323	1375	2716	1645	1688	1730	1831	2063
TrB0771C	641	2	1	5	0	2	0	1	3	0	3	2	4
TrB0772C	2130	1010	636	918	947	990	989	1389	999	963	874	899	1123
TrB0773W	1131	546	627	565	584	679	774	978	983	691	997	1077	1151
TrB0774W	1386	0	0	1	0	2	0	317	142	155	64	114	247
TrB0775W	879	13674	5173	13602	7156	8961	10039	11140	7946	8585	5357	4560	4821
TrB0776C	2439	40043	86330	14927	40001	34471	50444	31763	46994	27693	100816	74851	53615
TrB0777W	477	111	92	110	96	168	201	114	170	114	196	129	106
TrB0778W	1671	3001	2459	2683	2618	3198	3281	2651	2729	1997	2989	2707	3115
TrB0779C	2064	342	422	264	370	331	361	619	459	422	524	493	488
TrB0780C	1422	887	736	812	795	947	858	2006	1345	1176	1395	1268	1786
TrB0781C	1818	2450	4798	1923	2475	2351	2779	2542	2088	1709	2544	2658	2398
TrB0782C	407	0	0	2	6	2	4	3	6	0	7	5	5
TrB0783W	1491	2154	1295	1784	1936	1778	1897	928	1046	785	1206	1185	1181
TrB0784W	2964	203	160	218	103	259	271	444	443	327	416	385	422
TrB0785W	1641	2877	2197	2745	2619	2890	2977	3390	2663	2104	2691	2614	3330
TrB0786W	1245	442	254	405	317	398	442	611	428	539	492	452	697
TrB0787C	699	1589	957	1317	1324	1303	1527	2519	1720	1858	2104	1963	2527
TrB0788W	2646	308	270	337	308	388	331	396	360	260	286	251	384
TrB0789W	2208	2001	1607	2038	1553	2009	1854	2472	2018	1553	1852	1801	2447
TrB0790C	342	268	123	266	176	240	281	348	266	249	279	251	310
TrB0791W	933	373	273	341	326	374	400	406	381	297	314	412	458
TrB0792C	954	279	220	227	201	253	250	252	195	175	219	223	245
TrB0793W	756	50	37	40	23	42	48	19	56	37	54	43	54
TrB0794C	4263	1144	782	1279	1069	1314	1194	1639	1339	1054	1364	1137	1716
TrB0795W	2109	0	1	1	4	1	17	126	60	61	20	34	91
TrB0796W	2229	1846	1483	1859	1311	2173	2222	2763	2063	1796	2057	2081	2449
TrB0797W	1650	6132	11057	3765	2831	7672	6224	51	63	35	66	112	45
TrB0798W	759	17	10	8	0	3	6	0	0	0	0	0	0
TrB0799W	1899	890	1162	890	819	1097	1098	1314	1110	811	1147	1157	1358
TrB0800W	1272	2	0	0	0	1	5	9	0	1	4	2	0
TrB0801C	3771	8	0	9	1	2	3	0	0	0	0	0	0
TrB0802W	1527	0	0	0	0	0	0	0	0	0	0	0	0
TrB0803C	900	2	1	5	0	2	2	0	0	0	0	0	0
TrB0804W	612	1467	2284	1305	1173	1444	1712	1575	1532	1123	1881	1686	1732
TrB0805C	708	276	441	224	241	317	362	397	311	289	327	275	352
TrB0806W	1920	389	292	306	341	437	432	482	431	326	477	416	545
TrB0807C	279	435	576	462	376	501	455	424	459	289	479	447	474
TrB0808W	1377	828	341	842	554	718	732	545	671	430	581	473	506
TrB0809C	1911	8	4	8	5	8	5	6	4	4	6	3	10
TrB0810C	738	1317	2029	1014	765	1075	1389	1763	1331	1443	1120	1079	1303
TrB0811W	663	1321	319	811	640	505	484	300	269	204	607	506	410
TrB0812W	2070	4956	2917	5281	2747	4718	4137	1540	1345	1225	1445	1455	1597
TrB0813C	1455	9355	9215	8923	7264	9003	7069	606	453	411	381	387	480
TrB0814W	1566	825	2061	792	890	667	760	544	528	449	600	573	604
TrB0815W	1644	518	283	471	485	564	593	4	12	5	11	7	9
TrB0816W	1323	109	76	137	111	126	117	125	125	110	90	76	88
TrB0817W	2088	460	476	449	336	509	569	582	519	365	417	452	492
TrB0818C	1467	135	47	140	75	169	132	165	135	123	160	167	177
TrB0819C	477	18	5	18	12	20	22	31	23	19	51	30	38
TrB0820W	387	2249	1087	2306	1490	2503	2473	1398	1518	1456	1486	1420	1600
TrB0821C	996	102	167	157	78	203	163	182	168	150	101	128	155
TrB0822C	1455	65	30	67	41	49	25	18	35	37	24	31	32
TrB0823C	1509	6	3	6	4	1	3	5	2	0	2	1	0
TrB0824C	2256	1060	1562	909	913	1122	1161	2373	1432	1552	1312	1423	1773
TrB0825C	1041	28	77	15	56	32	35	5	4	2	19	9	6
TrB0826W	1164	652	3517	437	1010	846	1444	492	540	354	751	949	456
TrB0827W	495	261	340	243	214	237	229	438	445	291	313	350	248
TrB0828C	537	24540	79322	10360	21832	17603	32455	6155	8083	5759	10612	9129	6579
TrB0829W	359	0	5	0	0	0	3	1	4	1	3	4	0
TrB0830W	198	0	0	0	0	0	0	2	0	0	0	0	0
TrB0831C	1701	2026	2888	1441	1884	1507	1778	1651	1857	1259	2125	2064	1781
TrB0832W	165	1	0	2	0	2	2	7	7	4	6	15	11
TrB0833C	339	479	1126	328	428	608	1017	441	392	418	466	482	615
TrB0834C	372	3	2	3	3	5	8	21	19	15	17	17	25
TrB0835W	1506	164	135	166	112	227	171	167	148	114	117	147	159
TrB0836C	2169	1783	742	1915	1266	1493	1291	671	524	497	388	354	440
TrB0837W	273	0	0	0	1	0	0	0	1	0	1	0	3
TrB0838C	801	200	595	226	252	262	238	323	274	239	227	228	257
TrB0839W	7296	8751	6901	8286	6978	9545	8939	9931	8443	6845	7605	7747	9490
TrB0840C	777	29	28	19	27	17	20	108	78	71	96	108	93
TrB0841W	339	0	0	0	0	0	0	1	2	3	2	6	2
TrB0842C	1689	1578	1145	1664	1435	1504	1472	1710	1630	1349	1608	1666	2020
TrB0843W	1230	304	168	273	215	252	251	371	337	338	345	366	402
TrB0844C	2481	1600	2196	1647	1419	1774	1884	1740	1434	1044	1371	1417	1591
TrB0845C	2280	480	1323	423	623	584	640	630	582	458	507	565	632
TrB0846W	1317	1510	2074	1162	1216	1201	1194	951	1045	857	1266	1310	1582
TrB0847C	1410	315	416	382	273	434	463	577	370	340	364	356	455
TrB0848C	3315	419	127	372	239	287	275	0	4	0	5	6	3
TrB0849W	1632	209	31	150	69	144	134	0	0	0	0	0	0
TrB0850W	765	191	77	288	142	276	287	0	1	0	0	0	0
TrB0851C	1701	486	238	542	165	490	551	0	5	0	0	3	2
TrB0852C	1170	241	382	217	233	238	225	637	297	270	229	308	600
TrB0853C	1719	44	46	29	43	50	61	32	26	21	25	32	25
TrB0854W	993	21	34	14	18	44	38	44	32	34	26	46	43
TrB0855C	1665	54702	30248	49812	37896	49606	48438	72156	37475	48171	57689	69465	70559
TrB0856W	96	8	8	10	5	5	2	15	21	15	28	6	10
TrB0857C	1296	362	283	357	337	430	430	278	333	253	412	366	413
TrB0858W	1539	582	1202	277	670	308	356	12	9	13	64	40	43
TrB0859W	2565	1595	2158	1667	1216	2734	2776	19513	13346	12527	12667	13470	16169
TrB0860C	456	0	0	0	0	0	0	0	0	0	0	0	0
TrB0861C	717	134	67	112	79	132	135	105	128	108	100	115	109
TrB0862W	1482	43	8	22	12	7	18	26	79	18	126	279	28
TrB0863W	3303	0	4	0	0	0	0	0	0	0	0	0	0
TrB0864C	1029	17545	33765	9743	19331	17635	16779	2935	4314	2526	5176	4559	4551
TrB0865C	1626	217	173	197	158	151	137	5	6	0	4	4	4
TrB0866C	1272	742	343	658	322	624	661	529	377	370	329	303	281
TrB0867W	1260	128	54	135	101	162	154	40	39	18	50	40	29
TrB0868W	1353	7	8	2	8	2	1	3	13	3	4	2	7
TrB0869W	2202	12	1	7	8	6	9	4	5	5	4	3	1
TrB0870C	2460	99	101	48	96	86	85	1	5	0	16	26	5
TrB0871C	1665	37	57	52	27	58	46	92	85	82	85	67	104
TrB0872C	2052	15	9	33	14	17	12	5	0	0	0	0	0
TrB0873C	1689	37	40	55	33	66	71	155	126	106	157	186	162
TrB0874C	972	3	1	7	6	1	1	0	1	1	4	0	3
TrB0875C	1551	309	271	418	286	486	502	392	425	274	387	343	446
